Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR251000500118355968,VICTOR GORDO FOR MAYOR 2020,EIN ID 84-3194835,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR251475695299985408,CITIZENS FOR POLK EDUCATION,EIN ID 85-1578574,US,US-Federal,1,1600,1400,122250,2700,10400,36000,10500,480000,6100,6675,14250,1250,2400
AR251560151536893952,DIE GRÜNEN Bezirk Mödling,,"AT, EU",EU-Parliament,3,700,650,53250,1325,5000,17000,5000,225000,2900,3225,6750,550,1200
AR251657114718568448,REVITALIZE ARIZONA,EIN ID 45-4460253,US,US-Federal,23,1200,1050,91000,2075,8000,28000,8000,367500,4700,5100,11250,950,1800
AR251930893113884672,SAM FOR SENATE,EIN ID 84-3195066,US,US-Federal,11,2000,1700,149750,3350,12900,45000,13000,607500,7600,8325,18000,1550,3000
AR252228723326058496,BECCA PECK,Registered in Kansas,US,US-Federal,5,300,250,19750,450,1700,6000,1500,82500,1000,1125,2250,200,400
AR252434538158882816,WENSTRUP FOR CONGRESS,EIN ID C00497818,US,US-Federal,11,39500,34650,2958000,67725,261500,927000,258000,12202500,154900,167700,363000,31100,61400
AR25250421970829312,social kinnect pvt ltd,,IN,IN-General,124,97000,87400,6918500,170950,650200,2245000,653000,28987500,374300,415800,942000,75500,152600
AR25261898123444224,LIFTABLE MEDIA INC.,EIN ID 47-1453282,US,US-Federal,15,2300,2050,172000,3975,15400,55000,15000,712500,9100,9825,21000,1800,3600
AR252693679305654272,FRIENDS OF MELISSA CRIBBINS,Registered in Oregon 15616,US,US-Federal,4,500,450,37500,900,3500,13000,3500,165000,2100,2250,5250,400,800
AR252789680414654464,FRIENDS OF DEVLIN,EIN ID 84-2703727,US,US-Federal,18,5400,4700,397500,9175,35400,127000,35000,1672500,21100,22725,49500,4250,8400
AR252943405884112896,FRIENDS OF SARAH FOR ASSEMBLY,Registered in Wisconsin 0106148,US,US-Federal,1,1800,1500,128750,2925,11300,41000,11000,540000,6800,7275,15750,1350,2600
AR25310001757159424,BIDEN VICTORY FUND,FEC ID C00744946,US,US-Federal,276,14522600,12362100,1079278500,24179300,93044100,326736000,92034000,4366215000,54826400,59903475,128142000,11180550,21965000
AR253299785090465792,"IMAGEWORKS, LLC",EIN ID 06-1547210,US,US-Federal,729,6900,5850,511000,11475,44100,156000,43500,2077500,26100,28425,60750,5300,10400
AR253414065580277760,JACOBS FOR CONGRESS,FEC ID C00706788,US,US-Federal,17,3400,3050,247000,5975,22800,79000,23000,1035000,13200,14625,32250,2650,5200
AR253569577756131328,JENNIFER PAWLIK FOR AZ,EIN ID 81-0970447,US,US-Federal,26,2300,1950,167000,3775,14600,52000,14500,697500,8700,9375,20250,1750,3400
AR253947878475563008,JAMES MACKLER FOR US SENATE,FEC ID C00637850,US,US-Federal,8,23300,20600,1707250,40325,154100,537000,154000,7035000,90200,99000,216750,18300,35800
AR254119127411589120,CFG ACTION WISCONSIN,EIN ID 82-2516740,US,US-Federal,181,29700,25650,2045250,50200,190300,658000,191500,8280000,110000,119025,265500,22900,44200
AR254356072167374848,Partito Democratico,,"EU, IT",EU-Parliament,61,74900,66150,5331250,129425,492700,1715000,493500,21975000,286600,316050,701250,58550,113800
AR254394761232777216,BENNETT FOR HOUSE,EIN ID 85-3121725,US,US-Federal,18,600,500,42000,950,3700,13000,3500,180000,2200,2400,5250,450,800
AR25446822235340800,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N IPL Zieloni,,"AT, BE, CY, CZ, DE, DK, ES, EU, FR, GB, GR, HR, IE, IT, NL, PL, PT, RO, SE, SK",EU-Parliament,22797,120500,109750,8555250,214625,813600,2834000,819500,36630000,477400,521250,1182000,97400,191400
AR254686337972568064,LETICIA PEREZ FOR SUPERVISOR,EIN ID 84-3795641,US,US-Federal,2,500,450,39250,925,3600,13000,3500,172500,2200,2325,5250,400,800
AR254872636473999360,REPRESENT SOUTH DAKOTA,EIN ID 82-1059813,US,US-Federal,3,0,50,2500,50,200,1000,0,7500,100,150,0,50,0
AR254898681155682304,"AUDIENCE PARTNERS, LLC",EIN ID 26-2376883,US,US-Federal,4,3100,2750,215750,5400,20500,71000,20500,885000,11800,13125,29250,2400,4600
AR255012824206540800,ELKARREKIN PODEMOS-IU,,"ES, EU",EU-Parliament,47,8300,7350,624500,14425,55600,197000,55000,2610000,33000,35700,76500,6600,12600
AR255071304481243136,INDIVISIBLE ACTION,FEC ID C00678839,US,US-Federal,44,54300,48800,3866250,95450,362800,1250000,364500,16110000,209400,232575,518250,41900,83400
AR25511624701902848,"STUCKY, LYNN D.",Registered in Texas 00080276,US,US-Federal,1,300,250,20000,450,1800,6000,1500,82500,1100,1125,2250,200,400
AR255281723519008768,"NRDC ACTION FUND, INC",FEC ID C70006218,US,US-Federal,7,3200,2850,226000,5600,21300,73000,21500,952500,12200,13650,30750,2450,5000
AR255575774159962112,SHAHID BUTTAR FOR CONGRESS COMMITTEE,FEC ID C00670463,US,US-Federal,3,1200,1050,87750,2000,7700,27000,7500,367500,4600,4950,10500,950,1800
AR25571685524570112,MCCLINTOCK & MCAULIFFE FOR FREEHOLDER,EIN ID 82-5104142,US,US-Federal,3,200,200,15500,375,1400,5000,1500,60000,800,900,2250,150,400
AR255896213079982080,AMERICAN POSSIBILITIES PAC,FEC ID C00639500,US,US-Federal,19,116400,103000,8139750,201450,764700,2644000,768500,32835000,442700,488925,1076250,89250,171600
AR25591476733870080,WELD STRONG,EIN ID 84-3023422,US,US-Federal,3,1400,1250,107250,2450,9500,34000,9500,435000,5600,6075,13500,1150,2200
AR255943835677360128,PENNSYLVANIA DEMOCRATIC PARTY,EIN ID 23-0519390,US,US-Federal,4,9100,8350,689750,16325,63200,227000,62000,2940000,37900,40350,90000,7300,15000
AR255979294927355904,HOPEWELL FUND,EIN ID 47-3681860,US,US-Federal,7,200,200,16500,375,1400,5000,1500,67500,900,900,2250,150,400
AR256020870210781184,BALANCE NEW YORK,EIN ID 46-4056959,US,US-Federal,9,3100,2700,223500,5250,19900,69000,20000,862500,11600,12525,27750,2350,4600
AR256256303138078720,MARK RAZZOLI FOR CONGRESS,EIN ID 84-2811656,US,US-Federal,3,100,50,4500,100,400,1000,500,22500,200,300,750,50,0
AR256753900869124096,PETER MEIJER FOR CONGRESS,FEC ID H0MI03308,US,US-Federal,46,4400,3800,328250,7425,28600,102000,28500,1350000,17000,18450,39750,3450,6800
AR256787917010108416,CSV - Chrëschtlech Sozial Vollekspartei,,"EU, LU",EU-Parliament,1,800,750,58250,1475,5600,19000,5500,247500,3200,3600,8250,650,1200
AR256896356344397824,ADAM PUTNAM CAMPAIGN,EIN ID 26-4163969,US,US-Federal,7,4400,3800,309000,7400,28100,97000,28000,1222500,16100,17550,40500,3450,6600
AR256918209137999872,CATHOLICVOTE.ORG CANDIDATE FUND,FEC ID C00494021,US,US-Federal,2,200,150,11000,275,1100,4000,1000,45000,600,675,1500,150,200
AR257142234632159232,SPD Berlin,,"DE, EU",EU-Parliament,16,1900,1700,131250,3300,12500,43000,12500,540000,7200,8025,18000,1450,2800
AR257323104294928384,PLANNED PARENTHOOD VOTES,EIN ID 13-4128897,US,US-Federal,48,30200,26550,2197000,51900,197300,683000,198000,8617500,114100,124425,275250,23200,45800
AR257535722355949568,GROOMS FOR SENATE,EIN ID 81-2152654,US,US-Federal,7,5600,5000,422000,9825,37900,134000,37500,1762500,22400,24300,53250,4450,8800
AR257770193210572800,MISSOURI 2ND DISTRICT FOR CHANGE,EIN ID 82-1377069,US,US-Federal,3,500,450,36250,850,3300,11000,3500,142500,1900,2025,4500,400,800
AR257817197332660224,MARA ELLIOTT FOR CITY ATTORNEY 2020,EIN ID 83-2778451,US,US-Federal,2,800,750,59750,1500,5700,19000,5500,255000,3300,3675,8250,650,1400
AR257833277690216448,RACHELLE AUD CROWE FOR SENATE,EIN ID 82-2812972,US,US-Federal,2,1700,1500,124500,2900,11100,38000,11000,480000,6400,6975,15750,1300,2600
AR257919177036136448,KENNEDY FOR MASSACHUSETTS,FEC ID C00717108,US,US-Federal,274,71300,64600,5069750,126350,480200,1656000,482500,21502500,278500,307575,690750,56150,111800
AR258041978741063680,DLCC TEXAS,Registered in Texas 00083981,US,US-Federal,6,400,350,30500,675,2600,9000,2500,120000,1500,1650,3750,300,600
AR258291980197429248,FAIRMAPSVIRGINIA,EIN ID 85-1727356,US,US-Federal,1,1100,900,77500,1750,6800,24000,6500,322500,4100,4350,9750,800,1600
AR25868003908255744,"AMERICAN SECURITY PROJECT, INC",EIN ID 20-4079553,US,US-Federal,1,0,0,750,25,100,0,0,0,0,75,0,0,0
AR258908874940088320,Socialdemokratiet i Region Midtjylland,,"DK, EU, GB",EU-Parliament,79,10500,9400,736000,18425,69800,243000,70500,3060000,40500,44850,101250,8200,16000
AR258931346208980992,MIKE SMITH FOR DELAWARE,Registered in Delaware 01003160,US,US-Federal,20,100,50,5750,125,500,2000,500,22500,300,300,750,50,200
AR259008105864495104,MWPOLITICAL,EIN ID 81-4812861,US,US-Federal,113,41800,37000,2998000,72350,274700,952000,276000,12045000,158900,174225,387750,32550,63600
AR259449078746710016,WV PATRIOTS FOR LIBERTY,EIN ID 82-5072957,US,US-Federal,16,3500,3050,254500,5950,22600,79000,22500,982500,13100,14175,31500,2700,5200
AR259497182380425216,AMERICA ONE POLICIES,EIN ID 84-2220838,US,US-Federal,11,15600,13500,1163000,26400,101600,359000,100500,4762500,60200,65400,140250,12250,23600
AR25953147339931648,IT Connect Paweł Kociński,,"EU, PL",EU-Parliament,3,1500,1350,106750,2675,10100,35000,10000,442500,5900,6525,15000,1200,2400
AR259634002858606592,Die Freiheitlichen Vorarlberg,,"AT, EU",EU-Parliament,5,3600,3300,259750,6450,24500,85000,24500,1087500,14300,15675,35250,2950,5600
AR259698805325168640,FRIENDS OF RACHAEL MOROCCO,EIN ID 84-2411962,US,US-Federal,1,800,650,56000,1275,4900,18000,5000,232500,2900,3150,6750,600,1200
AR259778657357135872,HANSEN FOR COLORADO,EIN ID 47-3290129,US,US-Federal,3,900,850,70500,1625,6300,22000,6000,292500,3700,3975,9000,750,1400
AR25983796226555904,1820 PAC,EIN ID 83-3524895,US,US-Federal,35,116200,105000,8496500,205375,787800,2759000,784000,35910000,461200,503925,1122750,92450,185600
AR260140327963197440,MPhilms,,"EU, SK",EU-Parliament,9,1700,1500,116750,2925,11100,38000,11000,487500,6400,7125,15750,1300,2600
AR260324977197187072,FRENCH FOR ARIZONA,Registered in Arizona 201800278,US,US-Federal,8,6500,5500,475500,10750,41400,147000,41000,1972500,24500,26700,57000,5000,9800
AR260848825768345600,SOREN SORENSEN FOR US HOUSE,FEC ID C00680793,US,US-Federal,2,500,450,37000,825,3200,11000,3000,150000,1900,2025,4500,400,800
AR260884766054678528,OPPORTUNITY FOR ALL FLORIDIANS,EIN ID 84-2952039,US,US-Federal,30,54600,49600,4061750,97025,373800,1322000,370000,17130000,220200,239175,526500,43300,87400
AR260949637240717312,US FUTURE FUND,EIN ID 83-0893870,US,US-Federal,2,600,550,44000,1050,4000,15000,4000,187500,2400,2550,6000,450,1000
AR260955615835193344,JON HOLLIS 4 CONGRESS,FEC ID C00710129,US,US-Federal,23,100,100,9750,250,900,3000,1000,37500,500,600,1500,100,200
AR261087419791572992,ABBY BROYLES FOR US SENATE,FEC ID C00725762,US,US-Federal,32,6000,5350,453250,10475,40600,144000,40000,1875000,24000,25950,57000,4850,9400
AR261100132894769152,Erica Stanford,,NZ,,6,0,50,3000,75,300,1000,500,15000,100,150,0,50,0
AR261128857636044800,COMMITTEE TO ELECT TOM BRACKEN,EIN ID 83-2508253,US,US-Federal,3,800,700,55500,1400,5300,18000,5500,225000,3000,3375,7500,600,1200
AR261216681127313408,CAMPAIGN FOR GREAT CAMDEN SCHOOLS,EIN ID 84-2664984,US,US-Federal,1,900,750,63500,1450,5500,20000,5500,262500,3300,3600,7500,650,1200
AR261220117101150208,CITIZENS FOR GAVARONE,EIN ID 81-3261434,US,US-Federal,18,10800,9150,795500,17950,69200,245000,68500,3292500,41000,44550,95250,8350,16200
AR261266227870040064,"POET, LLC",EIN ID 20-4218604,US,US-Federal,16,18100,16150,1263250,31575,119800,416000,120500,5257500,69400,76875,174000,14100,27600
AR261339963868577792,MICHIGAN FREEDOM NETWORK,Registered in Michigan 516317,US,US-Federal,13,200,150,13750,325,1200,4000,1000,52500,700,750,1500,150,200
AR261371849705783296,MCDONALD FOR ASSEMBLY,EIN ID 45-5212860,US,US-Federal,2,5500,4900,417250,9600,37100,131000,36500,1695000,21800,23700,51750,4400,8600
AR26137796573921280,KIRK DEVIERE CAMPAIGN COMMITTTEE,EIN ID 82-4505520,US,US-Federal,3,1400,1150,100000,2250,8700,31000,8500,412500,5200,5625,12000,1050,2000
AR261465102035714048,"VIRGINIA SENATE REPUBLICAN CAUCUS, INC.",EIN ID 26-2971834,US,US-Federal,14,7500,6750,532250,13225,50300,173000,50500,2227500,28900,32100,72750,5850,11800
AR2615463284572160,"JOY ROCKWELL ENTERPRISES, INC.",EIN ID 59-3451625,US,US-Federal,95,2400,2150,173250,4200,16000,56000,16000,727500,9300,10275,22500,1900,3800
AR2616013040386048,FDP Kreisverband Bielefeld,,"DE, EU",EU-Parliament,42,10300,8850,750500,17350,66600,233000,66000,3067500,38900,42750,93000,7950,15600
AR261628035915055104,COMMITTEE TO ELECT TC CLEMENTS,EIN ID 84-3813595,US,US-Federal,22,300,200,18750,450,1700,6000,1500,75000,1000,1050,2250,200,400
AR26168376741068800,"Sandoval Creative, INC",EIN ID 80-0011788,US,US-Federal,7,3400,2900,235500,5650,21500,74000,21500,937500,12400,13425,30750,2600,5000
AR261749257072017408,KARI CHESNEY FRIENDS OF,EIN ID 84-1955529,US,US-Federal,1,300,300,26500,625,2400,9000,2500,112500,1500,1575,3750,300,600
AR26175935883509760,DIANA FOR CONGRESS,FEC ID C00741090,US,US-Federal,7,4500,4050,343500,7950,30700,109000,30500,1425000,18200,19650,42750,3650,7200
AR261854466590900224,Mario Malossini,,"EU, IT",EU-Parliament,5,200,200,16000,400,1500,5000,1500,67500,900,975,2250,200,400
AR261871990057467904,Win Media : WMD,,"EU, IT, RO",EU-Parliament,30,1200,1000,88750,2000,7700,28000,7500,367500,4600,4950,10500,950,1800
AR262011421875765248,"CONSUMER COALITION OF OKLAHOMA, INC.",EIN ID 46-2350836,US,US-Federal,20,128100,112400,9303500,219800,834300,2900000,838500,36255000,484000,526050,1170000,99000,194400
AR262084127082151936,The Brexit Party,,"EU, GB",EU-Parliament,47,189700,171900,13590000,336200,1278300,4397000,1284500,57382500,736700,818775,1836750,147900,297200
AR262091823663546368,МАСТЪРСЕО ООД,,"BG, EU",EU-Parliament,5,100,100,6750,175,600,2000,500,30000,400,375,750,50,200
AR262213319698415616,VIACOM INTERNATIONAL INC.,EIN ID 20-3696882,US,US-Federal,128,102000,88350,7395000,172825,660600,2299000,658500,30187500,385300,424050,921750,79550,154200
AR262237234076319744,FDP Nürnberg,,"DE, EU",EU-Parliament,139,9600,8700,695750,17025,65100,221000,65000,2932500,37400,41775,92250,7450,15200
AR262288773683871744,Sveriges socialdemokratiska arbetareparti,,"EU, FI, NL, SE",EU-Parliament,373,63900,56750,4498500,110975,422200,1471000,423500,18735000,245300,270900,607500,50100,97600
AR262331173601017856,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, INC.",EIN ID 94-0707299,US,US-Federal,56,3300,2950,231750,5750,21900,75000,22000,975000,12600,14025,31500,2500,5000
AR262602271936741376,"PIEDMONT RISING, INC.",EIN ID 84-2378026,US,US-Federal,33,357700,318500,26752250,622975,2407400,8518000,2374500,112020000,1424500,1541100,3375750,283950,566400
AR262734694368411648,MCCLINTOCK FOR CONGRESS,FEC ID C00446815,US,US-Federal,38,13800,11750,993750,22950,87900,309000,87500,4057500,51700,56100,121500,10550,20600
AR262855090891653120,JOSH NEWMAN FOR SENATE 2020,Registered in California,US,US-Federal,14,800,750,63250,1425,5500,19000,5500,255000,3200,3525,7500,650,1200
AR262874882100953088,"CITIZENS FOR THE TRUTH ABOUT AMENDMENT 3, INC.",EIN ID 83-1141001,US,US-Federal,55,12100,10600,891750,20750,78800,274000,79000,3435000,45700,49425,110250,9400,18600
AR263126326666330112,KIND FOR CONGRESS COMMITTEE,FEC ID C00312017,US,US-Federal,2,4500,3800,305250,7475,28200,99000,28500,1245000,16600,17775,39750,3400,6600
AR263156357077663744,DOMOVINSKI POKRET MIROSLAVA ŠKORE,,"EU, HR, SI",EU-Parliament,221,15500,13800,1169750,26975,104400,368000,103000,4867500,61500,66750,144750,12500,24000
AR263340593994792960,REPUBLICAN DOGS,EIN ID 84-4335263,US,US-Federal,170,6800,5850,503250,11450,44200,157000,43500,2077500,26100,28425,60750,5300,10400
AR2634429860151296,MIKE GALLAGHER FOR WISCONSIN,FEC ID C00610212,US,US-Federal,187,57900,50450,4243500,98650,374600,1301000,376500,16312500,217200,235200,522750,44550,88200
AR263444497843617792,DIGITAL ALCHEMY LIMITED LIABILITY COMPANY,EIN ID 81-1550616,US,US-Federal,4,6800,6200,484250,12100,46200,155000,46000,2092500,26500,29625,65250,5200,10600
AR263857639337754624,ROB WITTMAN FOR CONGRESS,FEC ID C00441014,US,US-Federal,43,14100,12150,1013000,23775,90500,315000,90500,4012500,52700,57000,126750,10800,21200
AR264005592371167232,Sverigedemokraterna Malmö,,"EU, SE",EU-Parliament,4,600,500,40500,1000,3800,13000,4000,165000,2200,2475,5250,450,800
AR264107846952550400,COTTIE PETRIE-NORRIS FOR ASSEMBLY 2020,Registered in California,US,US-Federal,1,500,400,35750,825,3200,11000,3000,150000,1900,2025,4500,400,800
AR264135472182198272,CARA DEROSE,,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR264204810134224896,GREGORY COLL FOR CONGRESS,FEC ID C00734426,US,US-Federal,3,1000,900,74750,1725,6700,24000,6500,307500,3900,4275,9750,800,1600
AR264252226573172736,FRIENDS OF SCOTT WALKER INC.,EIN ID 39-1816136,US,US-Federal,54,34100,29600,2440750,57875,219600,763000,220500,9570000,127400,137775,307500,26200,51200
AR264315792089153536,HUIZENGA FOR CONGRESS,EIN ID 26-4187034,US,US-Federal,7,1100,900,79750,1800,7000,25000,7000,330000,4100,4500,9750,850,1600
AR2646249610149888,RGA RIGHT DIRECTION PAC,EIN ID 27-3729634,US,US-Federal,102,243200,215400,17493750,421300,1607700,5618000,1606500,73515000,941500,1031550,2289000,192750,375400
AR264669216358006784,MAURO SENATE CAMPAIGN TEAM,FEC ID C00706648,US,US-Federal,39,17500,15850,1306000,30975,119700,424000,118000,5467500,70300,76425,167250,14000,28000
AR264880253871063040,PAUL4PA,EIN ID 84-3782067,US,US-Federal,31,7700,6600,565500,12875,49700,178000,49000,2385000,29800,32025,69000,6000,11600
AR264932274514952192,JAIME HARRISON FOR US SENATE,FEC ID C00696153,US,US-Federal,709,3700700,3194050,273642000,6247425,24060500,84884000,23789000,1128982500,14211100,15474525,33382500,2876200,5641200
AR265047929394298880,REPUBLICAN GOVERNORS ASSOCIATION,EIN ID 11-3655877,US,US-Federal,33,36500,31100,2685500,60775,234500,838000,231500,11265000,140000,151275,326250,28400,55000
AR265378126480015360,BRINDISI FOR CONGRESS,FEC ID C00648725,US,US-Federal,62,80900,69250,5876250,135450,517700,1814000,516000,23602500,303700,329925,718500,62150,121600
AR265388365682049024,OUR VOICE OUR VOTE ARIZONA,EIN ID 82-3222019,US,US-Federal,2,1500,1350,107250,2650,10100,35000,10000,450000,5800,6450,14250,1150,2400
AR26541386060791808,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,FEC ID C00162339,US,US-Federal,140,18400,16250,1335750,31800,121100,420000,121500,5295000,70200,76350,169500,14250,28000
AR265442585349193728,PARSON FOR MISSOURI,EIN ID 27-0201130,US,US-Federal,16,19900,17900,1481500,34975,135000,482000,133500,6330000,80500,86325,192750,15900,32000
AR265472890638434304,THE MCCLATCHY COMPANY,EIN ID 52-2080478,US,US-Federal,5,0,0,500,0,0,0,0,0,0,0,0,0,0
AR265664274381144064,SIMPSON PUBLIC AFFAIRS LLC,EIN ID 46-5154340,US,US-Federal,2,15200,13550,1056000,26550,100500,349000,101500,4410000,58100,64275,144750,12100,23000
AR265686745650036736,COMMITTEE TO ELECT HELEN PROBST MILLS,EIN ID 82-4358068,US,US-Federal,1,2700,2250,196000,4450,17100,61000,17000,825000,10200,11025,24000,2100,4000
AR265715126793928704,ENERGY 45 FUND,EIN ID 83-3502943,US,US-Federal,20,900,850,66000,1625,6200,21000,6000,270000,3600,3975,9000,750,1400
AR265742820743053312,BOYER FOR SENATE 2020,Registered in Arizona 100003,US,US-Federal,1,0,50,3000,75,300,1000,500,15000,200,150,0,50,0
AR26596430361657344,PERRY GERSHON FOR CONGRESS,EIN ID 82-1979861,US,US-Federal,2,15000,13350,1140000,26100,101100,356000,99500,4620000,59500,64650,141000,12050,23200
AR266019004320055296,BRIAN EVANS FOR US CONGRESS,FEC ID C00738955,US,US-Federal,62,1400,1250,106750,2475,9600,34000,9500,435000,5600,6150,13500,1150,2200
AR266204478187765760,FRIENDS OF KAREN MCMAHON,EIN ID 82-3746259,US,US-Federal,3,5900,5100,430000,9975,38100,134000,38000,1702500,22300,24075,53250,4550,8800
AR266330303549669376,ANTHONY GONZALEZ FOR CONGRESS,FEC ID C00654079,US,US-Federal,5,3700,3300,272250,6425,24400,85000,24500,1057500,14200,15300,33750,2900,5600
AR266454204766224384,MEIDASTOUCH,FEC ID C00746073,US,US-Federal,3,300,200,19000,425,1700,6000,1500,82500,1000,1050,2250,200,400
AR266504026386857984,GUPTA FOR CONGRESS,FEC ID C00662213,US,US-Federal,7,2900,2500,200000,4900,18500,64000,18500,810000,10800,11625,25500,2200,4200
AR266621330533646336,FRIENDS OF MIKE PUSKARIC,EIN ID 82-4311384,US,US-Federal,3,400,350,31500,725,2800,10000,2500,135000,1700,1800,3750,350,600
AR26687346229379072,VIRGINIA FOXX FOR CONGRESS,FEC ID C00386748,US,US-Federal,56,22100,19500,1584000,38175,145100,500000,145500,6435000,83800,92250,204000,16950,33600
AR266895727404253184,JACK MORRIS MEDIA PVT LTD,,IN,IN-General,26,6700,6050,477000,11850,45000,155000,45500,2002500,26100,28800,64500,5350,10400
AR26697585431412736,LAURA KELLY FOR KANSAS,FEC ID 82-3664997,US,US-Federal,21,36300,31650,2650000,61850,234900,816000,236000,10222500,136100,147450,327750,27900,55200
